session_id,user_id,session_start_ts,session_duration_sec,device_type,traffic_source,landing_page_type,pages_viewed,product_detail_views,search_used,search_queries_count,add_to_cart_count,remove_from_cart_count,checkout_started,checkout_steps_completed,error_events_count,avg_page_load_ms,returning_user,days_since_last_visit,prior_sessions_30d,prior_purchases_180d,purchase_made,order_value_usd
S101076,U1246,2026-04-01T09:26:27,290,tablet,referral,search,2,1,0,0,1,0,1,3,0,596,0,-1,2,1,1,26.93
S101077,U1289,2026-02-07T20:03:22,308,mobile,social,product,9,4,0,0,0,0,0,0,0,508,1,2,11,3,0,0.0
S101078,U0939,2026-03-14T15:08:11,55,mobile,organic_search,home,4,1,1,0,0,0,0,0,1,700,1,10,14,2,0,0.0
S101079,U0570,2026-01-30T09:53:25,191,mobile,organic_search,home,4,2,1,0,0,0,0,0,1,752,1,5,12,2,0,0.0
S101080,U0269,2026-03-24T10:46:11,228,desktop,email,home,8,3,1,0,0,0,0,0,0,890,1,0,2,1,0,0.0
S101081,U0209,2026-03-02T06:56:55,97,mobile,email,home,4,3,0,0,0,0,0,0,0,660,1,4,20,0,0,0.0
S101082,U1129,2026-01-30T08:12:42,153,mobile,paid_search,home,3,0,0,0,0,0,0,0,0,749,0,-1,3,0,0,0.0
S101083,U0139,2026-03-15T23:57:30,230,desktop,direct,product,4,2,1,2,1,1,0,0,0,707,0,-1,1,2,0,0.0
S101084,U1152,2026-03-18T18:01:10,145,mobile,direct,search,8,3,0,0,0,0,0,0,0,761,1,0,19,0,0,0.0
S101085,U1222,2026-03-23T00:24:33,408,mobile,direct,promo,8,5,0,0,0,0,0,0,0,664,1,16,11,0,0,0.0
S101086,U0260,2026-03-04T04:05:50,154,tablet,organic_search,promo,4,2,0,0,0,0,0,0,0,536,1,1,17,4,0,0.0
S101087,U1108,2026-02-09T06:34:48,166,mobile,direct,home,2,1,0,0,0,0,0,0,0,487,0,-1,0,0,0,0.0
S101088,U1352,2026-03-12T07:51:09,137,desktop,social,category,4,2,0,0,0,0,0,0,0,644,1,10,7,1,0,0.0
S101089,U1681,2026-03-22T10:09:44,239,desktop,social,promo,6,1,1,1,0,0,0,0,0,731,1,0,10,2,0,0.0
S101090,U1617,2026-03-28T17:08:57,234,mobile,social,home,4,0,1,2,0,0,0,0,0,648,1,26,7,1,0,0.0
S101091,U0948,2026-03-04T21:07:21,91,desktop,paid_search,home,7,2,1,0,1,0,0,0,1,517,1,15,3,0,1,37.14
S101092,U1589,2026-02-18T09:55:01,319,mobile,email,search,8,5,1,1,1,0,0,0,1,667,1,5,8,1,0,0.0
S101093,U0820,2026-03-03T23:26:52,20,tablet,paid_search,home,1,1,1,1,0,0,0,0,0,609,0,-1,1,0,0,0.0
S101094,U1215,2026-02-09T00:10:51,323,desktop,organic_search,home,10,8,0,0,0,0,0,0,0,617,1,5,17,1,1,58.48
S101095,U0987,2026-04-08T10:19:42,123,desktop,referral,home,4,2,0,0,0,0,0,0,0,274,1,15,3,0,1,32.96
S101096,U1674,2026-02-02T13:48:29,20,desktop,organic_search,search,2,2,0,0,1,1,0,0,0,462,1,11,1,0,0,0.0
S101097,U0586,2026-01-11T23:18:12,198,mobile,organic_search,product,7,4,0,0,0,0,0,0,0,724,1,4,6,0,0,0.0
S101098,U1219,2026-02-02T06:15:09,158,desktop,organic_search,category,11,5,1,1,0,0,0,0,0,753,1,1,17,2,0,0.0
S101099,U1155,2026-02-08T03:57:09,119,mobile,organic_search,category,5,0,1,0,0,0,0,0,0,511,1,8,1,0,0,0.0
S101100,U1330,2026-02-27T18:02:27,166,mobile,organic_search,category,9,2,0,0,0,0,0,0,0,630,1,6,17,1,0,0.0
S101101,U0366,2026-04-03T06:14:44,402,desktop,email,product,6,1,1,3,0,0,0,0,0,594,0,-1,0,0,1,97.72
S101102,U1406,2026-03-22T09:09:35,113,mobile,paid_search,promo,7,3,0,0,0,0,0,0,0,619,1,13,14,2,0,0.0
S101103,U0603,2026-02-26T05:17:51,141,mobile,paid_search,product,4,1,1,0,0,0,0,0,0,742,1,23,12,3,0,0.0
S101104,U0132,2026-01-26T12:28:56,149,desktop,direct,category,7,1,0,0,0,0,0,0,0,875,1,9,13,2,0,0.0
S101105,U1670,2026-03-22T00:16:21,222,mobile,organic_search,product,6,4,1,0,1,1,0,0,0,685,1,6,15,2,0,0.0
S101106,U0053,2026-03-06T06:06:04,285,mobile,email,home,5,2,1,3,0,0,0,0,0,779,0,-1,1,0,0,0.0
S101107,U1110,2026-03-27T02:15:18,302,desktop,organic_search,blog,8,5,0,0,1,0,0,0,0,551,0,-1,2,0,0,0.0
S101108,U0060,2026-01-29T15:25:24,208,mobile,referral,promo,4,2,0,0,0,0,0,0,0,606,1,4,6,0,0,0.0
S101109,U1175,2026-03-24T22:37:02,161,desktop,organic_search,home,4,2,1,0,0,0,0,0,0,470,1,31,12,0,0,0.0
S101110,U1455,2026-01-16T17:32:49,177,mobile,organic_search,promo,2,0,1,0,0,0,0,0,0,847,1,4,5,0,0,0.0
S101111,U1437,2026-03-10T15:29:14,273,mobile,organic_search,category,6,4,0,0,1,0,0,0,0,722,1,2,2,1,0,0.0
S101112,U1776,2026-01-06T14:58:09,244,mobile,paid_search,search,9,6,0,0,2,0,0,0,0,596,1,12,21,0,0,0.0
S101113,U0118,2026-03-26T13:33:22,152,desktop,paid_search,category,4,1,0,0,0,0,0,0,0,280,1,4,7,1,1,155.21
S101114,U0612,2026-03-23T12:40:18,158,desktop,organic_search,category,4,0,0,0,0,0,0,0,0,700,1,4,26,1,0,0.0
S101115,U1635,2026-03-17T21:48:04,112,mobile,email,search,6,5,0,0,1,0,0,0,0,575,0,-1,1,0,0,0.0
S101116,U1767,2026-03-22T22:16:28,200,mobile,social,search,6,3,0,0,0,0,0,0,2,946,1,7,16,2,0,0.0
S101117,U0716,2026-02-12T15:51:56,64,tablet,direct,category,7,3,0,0,0,0,0,0,0,654,0,-1,2,0,1,34.59
S101118,U0349,2026-04-12T22:19:03,497,mobile,social,product,5,4,0,0,0,0,1,4,0,545,1,1,5,1,0,0.0
S101119,U0711,2026-02-24T00:03:35,291,mobile,direct,category,5,3,0,0,0,0,0,0,0,627,1,14,6,1,0,0.0
S101120,U0960,2026-02-10T03:49:17,98,desktop,referral,promo,5,2,0,0,0,0,0,0,0,559,1,20,25,3,0,0.0
S101121,U1024,2026-01-29T10:16:04,104,desktop,organic_search,search,3,2,0,0,0,0,0,0,0,250,0,-1,1,0,1,21.22
S101122,U1217,2026-01-20T14:47:13,122,desktop,email,home,9,5,0,0,1,1,0,0,1,741,1,0,5,0,0,0.0
S101123,U0308,2026-03-04T16:34:17,245,mobile,organic_search,product,5,2,0,0,0,0,0,0,1,725,1,0,16,1,0,0.0
S101124,U0752,2026-02-06T18:38:22,118,mobile,paid_search,category,5,0,0,0,0,0,0,0,0,775,0,-1,1,0,0,0.0
S101125,U0908,2026-03-24T22:23:26,331,tablet,paid_search,search,5,3,0,0,0,0,0,0,0,426,1,9,18,5,1,41.25
S101126,U1005,2026-03-19T11:17:36,99,desktop,email,promo,4,0,0,0,0,0,0,0,0,704,1,4,4,0,0,0.0
S101127,U1129,2026-01-22T13:47:48,124,mobile,social,category,3,1,0,0,0,0,0,0,0,616,0,-1,1,0,0,0.0
S101128,U1329,2026-01-31T02:06:08,480,desktop,paid_search,product,11,5,0,0,0,0,0,0,0,797,1,9,18,2,1,72.83
S101129,U1231,2026-01-05T08:50:24,59,tablet,direct,home,1,0,0,0,0,0,0,0,0,903,0,-1,0,0,0,0.0
S101130,U1682,2026-01-22T15:53:35,141,desktop,organic_search,home,3,0,0,0,0,0,0,0,0,544,1,12,5,1,0,0.0
S101131,U0085,2026-04-14T17:42:06,206,mobile,organic_search,search,3,2,0,0,0,0,0,0,0,886,1,9,3,0,0,0.0
S101132,U0147,2026-01-08T14:20:52,20,mobile,email,blog,5,2,0,0,0,0,0,0,0,747,1,14,6,0,0,0.0
S101133,U1696,2026-03-19T22:45:08,197,mobile,referral,product,6,4,0,0,1,1,0,0,0,627,1,4,8,1,0,0.0
S101134,U1169,2026-04-04T18:30:52,177,tablet,organic_search,category,8,3,0,0,2,2,0,0,0,389,1,34,9,0,0,0.0
S101135,U1141,2026-04-20T03:48:13,39,mobile,organic_search,search,3,2,1,1,1,0,0,0,0,440,0,-1,1,0,0,0.0
S101136,U0832,2026-01-16T00:36:48,71,tablet,paid_search,home,4,3,0,0,2,0,0,0,0,546,1,11,5,0,1,30.34
S101137,U1085,2026-03-30T22:36:53,177,mobile,paid_search,product,4,2,0,0,0,0,0,0,0,709,0,-1,2,0,0,0.0
S101138,U1787,2026-02-22T22:04:59,212,mobile,paid_search,promo,4,2,0,0,0,0,0,0,0,797,0,-1,0,0,0,0.0
S101139,U0975,2026-02-12T03:10:24,132,desktop,organic_search,blog,4,3,0,0,0,0,0,0,0,455,1,3,13,0,0,0.0
S101140,U0710,2026-01-08T05:12:12,286,mobile,organic_search,category,6,1,0,0,0,0,0,0,0,600,1,1,13,1,0,0.0
S101141,U0625,2026-03-16T19:05:40,38,mobile,social,product,1,1,0,0,0,0,0,0,0,655,1,22,6,0,0,0.0
S101142,U0814,2026-02-12T02:12:29,181,mobile,direct,product,4,2,0,0,0,0,0,0,1,919,0,-1,0,0,0,0.0
S101143,U1087,2026-04-05T00:32:54,129,mobile,paid_search,home,2,0,1,2,0,0,0,0,0,908,0,-1,2,0,0,0.0
S101144,U0740,2026-04-13T23:04:50,235,desktop,organic_search,home,6,3,0,0,1,0,0,0,0,800,1,1,10,1,1,59.4
S101145,U1008,2026-03-02T15:04:00,149,mobile,paid_search,blog,5,3,0,0,1,0,0,0,0,813,1,33,8,1,0,0.0
S101146,U0607,2026-04-07T15:53:56,210,desktop,organic_search,blog,5,3,0,0,2,1,0,0,0,692,1,22,1,1,1,56.36
S101147,U0839,2026-03-16T06:08:23,251,tablet,direct,home,9,6,1,0,1,0,0,0,0,576,1,28,11,0,1,23.55
S101148,U1386,2026-03-23T11:30:18,233,desktop,organic_search,product,7,3,0,0,0,0,0,0,0,516,1,4,3,0,1,31.64
S101149,U0125,2026-02-19T06:12:32,20,mobile,organic_search,search,3,0,0,0,0,0,0,0,0,846,1,12,19,1,0,0.0
S101150,U1196,2026-02-20T23:53:47,137,desktop,paid_search,product,3,2,0,0,0,0,0,0,0,382,0,-1,1,0,1,92.61
S101151,U0562,2026-01-27T22:00:22,44,desktop,organic_search,promo,3,0,0,0,0,0,0,0,1,623,0,-1,1,0,0,0.0
S101152,U0395,2026-04-19T20:59:56,45,tablet,social,search,2,2,0,0,1,0,0,0,0,568,0,-1,0,0,0,0.0
S101153,U0767,2026-03-09T12:33:39,270,desktop,social,product,7,3,0,0,0,0,0,0,0,485,1,17,13,1,1,100.45
S101154,U1027,2026-02-05T02:40:21,39,mobile,referral,home,2,2,0,0,2,0,0,0,0,690,1,20,4,1,0,0.0
S101155,U1053,2026-01-12T11:50:53,200,mobile,organic_search,category,6,2,0,0,0,0,0,0,0,879,1,13,12,2,0,0.0
S101156,U1707,2026-04-19T11:54:07,184,mobile,referral,search,4,1,0,0,0,0,0,0,0,698,0,-1,2,0,0,0.0
S101157,U1103,2026-03-31T23:49:15,236,mobile,direct,home,8,6,0,0,0,0,0,0,0,752,1,2,2,3,0,0.0
S101158,U0260,2026-03-26T02:01:21,80,tablet,organic_search,blog,4,2,0,0,0,0,0,0,0,489,1,20,17,2,1,58.36
S101159,U0894,2026-04-01T16:36:47,262,mobile,social,category,8,2,1,0,0,0,0,0,0,679,1,19,6,1,0,0.0
S101160,U1112,2026-04-10T05:21:03,43,tablet,direct,promo,1,1,1,0,0,0,0,0,0,441,0,-1,1,0,0,0.0
S101161,U0936,2026-03-18T18:44:25,228,mobile,social,product,4,3,0,0,1,0,0,0,0,482,1,47,5,0,0,0.0
S101162,U1073,2026-01-06T09:11:40,155,desktop,referral,category,2,0,0,0,0,0,0,0,0,501,0,-1,1,0,1,23.1
S101163,U0674,2026-03-08T15:21:24,126,tablet,paid_search,blog,5,3,0,0,0,0,0,0,0,653,1,4,10,0,1,33.82
S101164,U1191,2026-02-06T03:12:12,164,mobile,direct,category,5,5,0,0,0,0,0,0,0,620,1,2,10,0,0,0.0
S101165,U0155,2026-03-17T10:12:19,20,tablet,direct,search,1,0,0,0,0,0,0,0,0,762,0,-1,0,0,0,0.0
S101166,U0844,2026-04-06T03:21:41,254,mobile,paid_search,category,5,4,0,0,1,0,0,0,0,803,1,7,9,3,0,0.0
S101167,U1025,2026-02-01T16:05:24,132,tablet,paid_search,product,4,2,0,0,0,0,0,0,0,834,1,20,9,2,1,42.81
S101168,U1579,2026-03-16T15:07:06,191,desktop,organic_search,home,8,4,0,0,1,0,0,0,0,445,1,2,16,1,1,44.68
S101169,U1022,2026-03-24T23:20:59,106,mobile,organic_search,home,5,2,0,0,0,0,0,0,0,658,1,0,8,0,0,0.0
S101170,U0189,2026-03-29T23:48:08,116,mobile,paid_search,promo,3,2,0,0,0,0,0,0,0,719,1,29,5,0,0,0.0
S101171,U1596,2026-01-15T08:38:54,182,mobile,organic_search,home,5,2,1,0,0,0,0,0,0,916,1,17,8,0,0,0.0
S101172,U1627,2026-01-05T11:39:56,340,desktop,paid_search,blog,4,2,1,0,1,1,1,2,0,603,1,10,2,0,1,72.62
S101173,U0654,2026-03-08T06:57:33,163,mobile,direct,category,4,3,0,0,0,0,0,0,0,732,1,8,2,0,0,0.0
S101174,U1072,2026-01-14T17:15:43,239,desktop,organic_search,category,5,3,0,0,1,0,0,0,0,596,0,-1,0,0,1,44.39
S101175,U0641,2026-03-18T17:14:42,256,desktop,direct,home,4,0,1,1,0,0,0,0,1,949,1,2,3,1,0,0.0
S101176,U0503,2026-03-07T17:08:40,330,desktop,paid_search,promo,7,3,0,0,0,0,0,0,0,570,0,-1,3,0,1,53.78
S101177,U0334,2026-01-11T22:24:28,488,tablet,organic_search,home,11,5,0,0,1,0,0,0,0,603,1,29,10,1,1,35.12
S101178,U0358,2026-03-28T15:08:43,127,mobile,paid_search,blog,5,2,0,0,0,0,0,0,0,509,0,-1,0,0,0,0.0
S101179,U1134,2026-02-09T13:31:16,145,desktop,organic_search,search,3,2,0,0,0,0,0,0,0,687,1,0,3,0,0,0.0
S101180,U1666,2026-04-05T16:09:30,298,desktop,organic_search,promo,9,6,0,0,0,0,0,0,0,585,1,7,2,0,0,0.0
S101181,U1284,2026-01-06T00:06:44,119,mobile,organic_search,blog,3,2,0,0,1,0,0,0,0,673,1,6,7,0,0,0.0
S101182,U0604,2026-01-17T23:12:15,282,desktop,organic_search,home,7,3,1,1,0,0,0,0,0,607,1,1,16,3,1,47.11
S101183,U1317,2026-03-05T12:19:52,350,mobile,direct,home,7,3,0,0,1,0,0,0,0,886,1,3,9,0,0,0.0
S101184,U1458,2026-02-12T13:46:49,81,mobile,organic_search,promo,7,2,0,0,0,0,0,0,1,725,1,13,14,2,0,0.0
S101185,U0350,2026-04-12T01:58:47,84,desktop,organic_search,promo,3,1,0,0,0,0,0,0,1,599,1,6,6,0,0,0.0
S101186,U0822,2026-03-06T13:48:27,132,desktop,organic_search,product,5,2,0,0,0,0,0,0,1,765,1,5,4,1,0,0.0
S101187,U0366,2026-02-02T00:10:02,126,desktop,direct,category,4,2,0,0,0,0,0,0,0,546,0,-1,2,0,1,27.31
S101188,U1634,2026-03-12T03:06:14,133,mobile,social,home,5,1,0,0,0,0,0,0,1,969,1,7,6,0,0,0.0
S101189,U1261,2026-04-14T16:38:34,113,mobile,referral,category,3,0,0,0,0,0,0,0,0,790,1,10,4,1,0,0.0
S101190,U1036,2026-03-20T10:04:45,62,desktop,direct,promo,2,0,1,0,0,0,0,0,0,322,0,-1,2,0,0,0.0
S101191,U0835,2026-02-22T00:16:53,239,mobile,direct,blog,5,2,0,0,0,0,0,0,0,842,1,8,18,0,0,0.0
S101192,U1028,2026-02-10T18:22:24,168,desktop,email,category,4,3,0,0,1,0,1,3,0,512,1,33,3,0,1,99.73
S101193,U0582,2026-02-22T03:20:31,152,desktop,email,category,1,0,1,4,0,0,0,0,0,447,0,-1,0,0,0,0.0
S101194,U1421,2026-02-18T17:48:57,168,mobile,direct,category,5,3,0,0,0,0,0,0,0,869,1,20,6,1,0,0.0
S101195,U1450,2026-02-09T10:37:53,272,desktop,direct,home,7,4,1,2,1,0,0,0,1,690,1,3,3,0,0,0.0
S101196,U0168,2026-02-10T16:34:50,160,mobile,organic_search,search,1,0,1,3,0,0,0,0,0,616,1,3,3,0,0,0.0
S101197,U1174,2026-02-06T23:36:31,146,mobile,organic_search,category,1,1,1,0,0,0,0,0,0,666,0,-1,1,0,0,0.0
S101198,U0687,2026-02-08T20:25:37,245,desktop,organic_search,home,7,1,1,3,0,0,0,0,0,674,1,9,1,0,0,0.0
S101199,U0805,2026-03-30T09:08:24,214,mobile,referral,category,2,0,1,1,0,0,0,0,0,792,1,1,7,0,0,0.0
S101200,U0336,2026-04-02T00:04:27,146,desktop,social,blog,2,2,0,0,0,0,1,1,0,278,0,-1,2,1,1,22.91
S101201,U1637,2026-04-18T11:40:32,121,mobile,paid_search,blog,8,4,1,3,1,1,0,0,0,714,1,0,8,0,0,0.0
S101202,U1643,2026-03-20T01:35:04,161,mobile,organic_search,product,4,3,0,0,0,0,0,0,0,748,1,3,4,0,0,0.0
S101203,U0686,2026-01-30T19:20:20,357,desktop,referral,home,8,3,1,0,1,0,0,0,0,539,0,-1,0,0,0,0.0
S101204,U0983,2026-01-18T01:05:35,41,mobile,organic_search,home,1,0,1,1,0,0,0,0,0,732,1,10,7,1,0,0.0
S101205,U0639,2026-02-02T01:45:53,20,mobile,organic_search,promo,3,0,0,0,0,0,0,0,1,999,1,23,3,2,0,0.0
S101206,U0310,2026-03-06T19:54:31,98,mobile,direct,blog,4,0,1,2,0,0,0,0,1,644,1,7,12,1,0,0.0
S101207,U1023,2026-01-15T20:26:05,196,desktop,referral,product,5,0,0,0,0,0,0,0,0,890,1,14,10,1,0,0.0
S101208,U0241,2026-03-05T07:08:17,218,desktop,direct,product,7,4,1,0,0,0,0,0,0,501,0,-1,3,0,1,170.41
S101209,U0483,2026-01-19T11:04:02,80,desktop,referral,category,2,0,0,0,0,0,0,0,0,554,0,-1,1,0,0,0.0
S101210,U0354,2026-02-25T23:29:21,192,mobile,organic_search,product,3,2,0,0,0,0,0,0,0,739,1,17,12,1,0,0.0
S101211,U0536,2026-04-01T12:16:36,31,mobile,social,product,3,0,0,0,0,0,0,0,0,816,0,-1,0,0,0,0.0
S101212,U1282,2026-02-15T01:13:04,82,mobile,email,promo,3,2,0,0,0,0,0,0,0,829,1,2,7,3,0,0.0
S101213,U0581,2026-03-09T12:31:55,236,desktop,referral,category,5,1,0,0,0,0,0,0,0,542,1,1,7,1,0,0.0
S101214,U0468,2026-02-05T05:45:31,323,mobile,organic_search,product,4,2,1,2,0,0,1,2,1,604,1,7,7,0,0,0.0
S101215,U1676,2026-04-04T05:31:00,169,mobile,email,product,5,3,0,0,0,0,0,0,0,714,1,7,4,1,0,0.0
S101216,U0330,2026-03-31T09:30:35,174,mobile,email,category,3,1,0,0,0,0,0,0,0,615,0,-1,0,0,0,0.0
S101217,U1332,2026-01-18T14:28:47,174,mobile,paid_search,blog,1,0,0,0,0,0,0,0,0,403,0,-1,0,0,0,0.0
S101218,U1694,2026-04-13T16:30:40,79,mobile,direct,category,4,2,0,0,0,0,0,0,0,831,1,10,6,0,0,0.0
S101219,U1301,2026-01-28T04:57:47,303,mobile,organic_search,product,5,2,1,0,1,0,0,0,0,584,1,1,9,0,0,0.0
S101220,U0544,2026-01-12T20:44:07,58,desktop,organic_search,home,1,1,0,0,0,0,0,0,0,588,0,-1,1,0,0,0.0
S101221,U0472,2026-04-20T16:39:50,51,mobile,organic_search,blog,6,0,1,2,0,0,0,0,0,569,0,-1,1,1,0,0.0
S101222,U0507,2026-03-01T22:23:52,328,desktop,direct,search,10,5,0,0,1,0,0,0,0,649,1,5,2,0,1,33.1
S101223,U0707,2026-01-11T18:12:38,59,mobile,organic_search,product,8,5,0,0,3,0,0,0,0,610,1,18,14,2,0,0.0
S101224,U1659,2026-01-24T18:01:38,157,desktop,referral,home,3,1,1,2,0,0,0,0,0,528,1,16,4,1,1,78.02
S101225,U1708,2026-02-06T14:58:34,91,desktop,organic_search,product,5,2,0,0,0,0,0,0,0,819,1,1,5,0,0,0.0
S101226,U1136,2026-02-06T06:02:02,237,mobile,organic_search,search,6,2,1,2,0,0,0,0,0,603,1,0,15,1,0,0.0
S101227,U1533,2026-03-19T21:06:47,228,mobile,social,category,3,0,1,3,0,0,0,0,0,891,1,27,1,3,0,0.0
S101228,U1678,2026-01-10T05:59:41,184,mobile,social,search,6,3,0,0,0,0,0,0,0,829,1,18,12,2,0,0.0
S101229,U1286,2026-03-24T19:29:58,131,mobile,organic_search,promo,6,2,0,0,0,0,0,0,0,857,1,1,3,0,0,0.0
S101230,U0419,2026-02-04T11:03:59,72,desktop,paid_search,promo,2,2,0,0,0,0,0,0,0,611,0,-1,1,0,1,27.34
S101231,U1452,2026-01-05T08:17:24,114,mobile,direct,product,6,2,0,0,1,0,0,0,0,806,1,7,18,2,0,0.0
S101232,U0088,2026-04-03T18:48:39,42,mobile,organic_search,home,2,2,0,0,1,0,0,0,1,677,1,9,10,1,0,0.0
S101233,U1568,2026-01-05T21:27:58,231,mobile,organic_search,product,3,1,1,0,1,0,0,0,0,864,1,3,7,1,0,0.0
S101234,U1205,2026-02-08T03:50:31,107,mobile,referral,search,4,0,0,0,0,0,0,0,0,510,1,5,7,0,0,0.0
S101235,U0922,2026-04-20T05:43:17,80,desktop,paid_search,search,4,4,0,0,0,0,0,0,0,435,1,0,9,2,1,51.64
S101236,U0061,2026-04-01T11:54:44,151,mobile,organic_search,promo,4,1,0,0,0,0,0,0,0,597,0,-1,0,0,0,0.0
S101237,U0863,2026-02-19T19:09:50,153,desktop,organic_search,blog,5,3,0,0,0,0,0,0,1,755,0,-1,0,0,0,0.0
S101238,U0214,2026-02-18T00:37:57,97,mobile,email,product,3,1,0,0,0,0,0,0,0,591,1,0,1,0,0,0.0
S101239,U0824,2026-03-03T21:36:52,98,mobile,social,home,3,1,0,0,0,0,0,0,1,603,1,33,10,1,0,0.0
S101240,U1407,2026-01-11T07:17:22,164,mobile,organic_search,category,6,5,1,3,0,0,0,0,0,771,1,57,5,1,0,0.0
S101241,U1765,2026-04-08T13:23:19,79,mobile,organic_search,home,4,3,1,0,0,0,0,0,0,770,1,14,3,2,0,0.0
S101242,U0690,2026-04-05T07:47:52,164,mobile,email,category,7,3,0,0,0,0,0,0,0,913,1,23,4,2,0,0.0
S101243,U1108,2026-03-10T03:03:04,226,mobile,direct,blog,5,1,0,0,0,0,0,0,0,797,0,-1,0,1,0,0.0
S101244,U1291,2026-02-20T23:42:07,150,mobile,organic_search,category,5,1,0,0,0,0,0,0,0,657,1,6,6,0,0,0.0
S101245,U1608,2026-02-02T22:55:12,233,mobile,direct,blog,3,1,1,0,0,0,0,0,0,502,0,-1,2,1,0,0.0
S101246,U0350,2026-04-11T17:47:15,123,desktop,social,promo,7,3,0,0,0,0,0,0,1,612,1,9,8,3,0,0.0
S101247,U1292,2026-02-27T00:29:20,260,desktop,organic_search,home,6,3,0,0,0,0,0,0,0,511,1,1,2,1,0,0.0
S101248,U0617,2026-03-16T08:12:06,198,mobile,organic_search,search,6,2,0,0,0,0,0,0,2,677,1,11,4,0,0,0.0
S101249,U0513,2026-02-17T08:30:17,201,desktop,referral,search,4,2,0,0,0,0,0,0,0,473,1,13,6,0,1,96.9
S101250,U1671,2026-02-25T22:32:33,190,desktop,direct,blog,4,1,0,0,0,0,0,0,0,373,1,10,9,3,1,23.74
S101251,U1408,2026-03-21T09:15:14,257,mobile,direct,home,8,1,0,0,0,0,0,0,1,1053,1,21,6,1,0,0.0
S101252,U0685,2026-04-14T06:47:39,152,desktop,organic_search,product,3,2,0,0,1,1,0,0,0,577,1,15,7,0,0,0.0
S101253,U1503,2026-02-13T07:43:21,72,desktop,email,blog,3,2,1,1,1,0,0,0,0,761,1,4,3,1,0,0.0
S101254,U1001,2026-02-21T14:31:32,80,desktop,direct,product,1,0,0,0,0,0,0,0,1,705,0,-1,3,0,0,0.0
S101255,U0574,2026-01-24T21:28:34,134,desktop,organic_search,category,5,2,1,1,0,0,0,0,0,734,1,21,21,0,0,0.0
S101256,U1506,2026-03-16T19:26:05,20,mobile,direct,category,1,1,0,0,0,0,0,0,0,660,1,1,4,0,0,0.0
S101257,U0998,2026-01-24T15:37:24,187,desktop,organic_search,product,7,5,0,0,0,0,0,0,0,769,1,4,2,0,0,0.0
S101258,U1651,2026-02-28T16:59:59,134,desktop,direct,promo,7,4,0,0,1,0,0,0,0,466,1,0,5,1,1,19.45
S101259,U0069,2026-02-17T18:37:46,172,desktop,email,promo,3,2,1,0,1,0,0,0,1,598,0,-1,1,0,0,0.0
S101260,U1573,2026-04-04T15:15:04,171,mobile,organic_search,product,5,3,0,0,0,0,0,0,0,609,1,0,6,0,0,0.0
S101261,U1270,2026-01-15T00:41:29,280,mobile,organic_search,search,11,10,0,0,3,0,0,0,0,909,1,20,11,0,0,0.0
S101262,U0183,2026-01-28T20:28:01,29,mobile,organic_search,home,1,1,0,0,0,0,0,0,0,522,0,-1,1,0,0,0.0
S101263,U0356,2026-01-21T02:43:06,98,mobile,social,home,2,1,0,0,0,0,0,0,0,757,1,31,9,0,0,0.0
S101264,U1639,2026-03-24T01:08:16,168,mobile,direct,search,2,2,1,1,1,0,0,0,0,710,1,5,13,0,0,0.0
S101265,U0138,2026-02-23T14:42:49,170,mobile,paid_search,product,4,1,0,0,0,0,0,0,0,632,1,25,9,1,0,0.0
S101266,U1051,2026-03-09T23:35:05,278,desktop,paid_search,search,6,5,0,0,0,0,0,0,0,493,1,7,14,1,1,72.74
S101267,U1080,2026-02-11T23:09:47,195,desktop,direct,home,7,3,0,0,2,0,0,0,0,461,1,4,8,1,1,48.05
S101268,U0220,2026-03-12T00:35:11,271,mobile,organic_search,home,7,2,1,0,0,0,0,0,0,672,1,3,14,1,0,0.0
S101269,U1321,2026-01-17T11:45:47,60,desktop,organic_search,home,2,1,0,0,0,0,0,0,1,560,0,-1,0,0,0,0.0
S101270,U0744,2026-02-08T18:04:24,298,mobile,direct,category,5,2,0,0,0,0,0,0,0,513,1,35,12,1,0,0.0
S101271,U1638,2026-03-04T16:52:51,171,tablet,organic_search,search,4,1,0,0,0,0,0,0,0,744,1,13,15,0,0,0.0
S101272,U1710,2026-04-17T13:49:09,158,mobile,direct,search,4,3,0,0,1,0,0,0,1,861,1,20,1,2,0,0.0
S101273,U0406,2026-01-29T16:48:28,208,mobile,organic_search,category,6,4,0,0,1,0,0,0,0,756,1,0,3,0,0,0.0
S101274,U0906,2026-02-13T17:24:49,184,desktop,direct,category,5,2,1,2,0,0,0,0,0,793,1,10,13,0,0,0.0
S101275,U0891,2026-02-17T04:57:59,100,desktop,organic_search,home,4,1,0,0,0,0,0,0,0,714,1,3,7,0,0,0.0
S101276,U0085,2026-01-30T14:20:12,117,desktop,direct,promo,5,1,0,0,0,0,0,0,0,581,1,3,7,2,1,44.45
S101277,U0781,2026-03-12T05:18:41,166,desktop,direct,blog,4,2,0,0,0,0,0,0,0,805,1,15,7,1,0,0.0
S101278,U1507,2026-03-08T22:17:02,300,desktop,organic_search,promo,6,5,0,0,1,0,0,0,0,576,1,7,10,2,1,16.13
S101279,U1673,2026-04-11T08:23:23,144,desktop,organic_search,search,3,2,0,0,0,0,0,0,0,605,0,-1,2,0,0,0.0
S101280,U0861,2026-01-15T09:35:50,109,desktop,email,search,7,4,0,0,0,0,0,0,1,634,1,2,4,0,0,0.0
