session_id,user_id,session_start_ts,session_duration_sec,device_type,traffic_source,landing_page_type,pages_viewed,product_detail_views,search_used,search_queries_count,add_to_cart_count,remove_from_cart_count,checkout_started,checkout_steps_completed,error_events_count,avg_page_load_ms,returning_user,days_since_last_visit,prior_sessions_30d,prior_purchases_180d,purchase_made,order_value_usd
S100808,U1776,2026-01-27T00:35:05,135,mobile,direct,category,5,1,0,0,0,0,0,0,0,408,1,1,22,2,0,0.0
S100809,U0093,2026-03-15T13:45:50,56,mobile,email,home,5,0,0,0,0,0,0,0,0,828,1,0,7,1,0,0.0
S100810,U1144,2026-01-23T12:40:13,187,desktop,referral,search,6,2,1,1,0,0,0,0,0,458,0,-1,1,0,0,0.0
S100811,U1386,2026-02-17T10:59:55,158,desktop,social,category,6,1,0,0,0,0,0,0,0,575,1,12,2,0,0,0.0
S100812,U0971,2026-01-29T09:35:20,192,mobile,paid_search,product,8,3,0,0,0,0,0,0,1,889,1,2,5,0,0,0.0
S100813,U0602,2026-04-04T03:55:20,20,desktop,direct,home,3,1,0,0,0,0,0,0,0,378,0,-1,2,1,0,0.0
S100814,U0726,2026-01-27T23:18:44,39,mobile,organic_search,product,2,1,0,0,0,0,0,0,0,679,1,2,9,2,0,0.0
S100815,U1143,2026-03-10T13:50:31,155,mobile,social,search,3,2,1,1,1,0,0,0,0,543,1,14,3,0,0,0.0
S100816,U1545,2026-01-19T02:31:31,158,mobile,paid_search,category,6,1,0,0,0,0,0,0,0,714,0,-1,2,0,0,0.0
S100817,U0554,2026-01-31T13:37:43,103,mobile,email,search,4,3,0,0,0,0,0,0,0,745,0,-1,2,0,0,0.0
S100818,U1546,2026-04-03T23:11:24,101,mobile,organic_search,product,4,3,0,0,0,0,0,0,0,549,1,6,9,0,0,0.0
S100819,U1043,2026-01-19T18:47:04,20,desktop,direct,category,8,7,0,0,0,0,0,0,0,722,1,5,11,3,0,0.0
S100820,U0073,2026-01-13T02:37:50,164,desktop,social,product,3,1,0,0,0,0,0,0,0,502,0,-1,1,0,0,0.0
S100821,U0136,2026-03-31T01:37:09,110,tablet,referral,promo,4,2,0,0,0,0,0,0,0,624,1,1,5,1,0,0.0
S100822,U0153,2026-03-25T03:42:12,155,desktop,social,home,3,2,0,0,0,0,0,0,0,682,0,-1,2,1,0,0.0
S100823,U1076,2026-01-10T11:58:25,116,mobile,organic_search,product,2,2,1,3,0,0,0,0,0,729,0,-1,1,1,0,0.0
S100824,U1696,2026-03-13T09:14:21,106,mobile,email,blog,5,4,0,0,0,0,0,0,1,710,1,7,4,0,0,0.0
S100825,U0328,2026-03-17T21:57:39,86,mobile,organic_search,home,3,0,0,0,0,0,0,0,0,554,1,18,3,0,0,0.0
S100826,U1278,2026-02-07T08:34:45,293,desktop,organic_search,product,7,1,1,1,0,0,0,0,0,571,1,12,14,1,0,0.0
S100827,U1287,2026-01-27T05:03:13,189,mobile,direct,blog,3,1,1,0,0,0,0,0,1,806,0,-1,1,0,0,0.0
S100828,U0055,2026-01-18T05:04:09,90,mobile,organic_search,product,5,1,0,0,0,0,0,0,0,812,1,2,4,0,0,0.0
S100829,U0627,2026-01-07T14:48:14,156,desktop,direct,blog,5,4,0,0,0,0,0,0,0,699,0,-1,0,0,0,0.0
S100830,U0984,2026-02-11T17:31:06,62,mobile,paid_search,category,1,0,0,0,0,0,0,0,1,898,1,11,24,0,0,0.0
S100831,U1007,2026-03-23T22:25:28,381,mobile,paid_search,search,3,1,0,0,0,0,1,3,0,472,1,5,4,2,0,0.0
S100832,U0569,2026-03-15T23:34:13,20,desktop,organic_search,product,1,1,0,0,0,0,0,0,0,549,0,-1,1,0,0,0.0
S100833,U0585,2026-04-03T10:00:22,181,desktop,referral,home,4,2,0,0,0,0,0,0,1,639,1,8,3,1,0,0.0
S100834,U0573,2026-02-23T09:09:45,69,mobile,direct,home,6,1,1,0,0,0,0,0,0,744,1,7,6,1,0,0.0
S100835,U0556,2026-01-14T08:18:19,63,mobile,paid_search,search,4,3,0,0,1,1,0,0,0,756,0,-1,0,0,0,0.0
S100836,U1168,2026-02-20T20:01:48,447,mobile,paid_search,category,4,1,1,0,0,0,1,4,0,782,0,-1,0,0,0,0.0
S100837,U1237,2026-03-01T16:21:18,167,tablet,social,product,4,4,1,2,2,0,0,0,0,663,1,17,25,1,0,0.0
S100838,U1155,2026-04-05T08:31:47,228,mobile,paid_search,home,3,2,0,0,0,0,0,0,0,815,1,5,5,0,0,0.0
S100839,U1226,2026-03-14T06:58:52,211,mobile,social,promo,3,1,1,1,1,0,0,0,0,671,1,17,10,0,0,0.0
S100840,U1364,2026-04-03T19:07:53,126,mobile,email,search,2,1,0,0,0,0,0,0,0,853,1,4,3,0,0,0.0
S100841,U1627,2026-03-07T16:31:26,27,desktop,referral,home,4,1,0,0,0,0,0,0,0,324,1,8,4,1,0,0.0
S100842,U0090,2026-04-11T16:05:46,299,mobile,direct,category,6,5,0,0,0,0,0,0,0,800,1,3,5,2,0,0.0
S100843,U0309,2026-02-18T00:00:21,293,mobile,direct,home,8,5,0,0,1,0,0,0,0,781,1,0,8,1,0,0.0
S100844,U1178,2026-01-29T10:55:40,241,mobile,email,category,6,3,1,0,1,1,0,0,0,750,1,1,5,0,0,0.0
S100845,U1228,2026-02-27T16:43:13,241,desktop,organic_search,promo,7,4,0,0,1,0,0,0,0,612,1,0,4,0,0,0.0
S100846,U1423,2026-02-23T00:44:12,175,desktop,organic_search,home,7,3,0,0,0,0,0,0,0,590,1,7,9,1,0,0.0
S100847,U1648,2026-01-17T05:05:13,234,mobile,direct,product,5,2,0,0,0,0,0,0,0,764,1,5,18,4,0,0.0
S100848,U0419,2026-03-25T10:17:05,98,mobile,email,product,1,0,0,0,0,0,0,0,0,702,0,-1,1,0,0,0.0
S100849,U1425,2026-03-05T15:08:48,50,desktop,paid_search,product,5,2,0,0,1,0,0,0,0,500,0,-1,1,1,0,0.0
S100850,U1125,2026-01-29T09:24:31,121,desktop,organic_search,category,5,1,0,0,2,0,0,0,0,625,1,5,7,1,0,0.0
S100851,U1489,2026-01-27T10:57:46,374,desktop,referral,category,9,4,1,1,0,0,0,0,1,794,1,5,20,0,0,0.0
S100852,U0591,2026-03-26T05:40:06,145,mobile,organic_search,home,3,2,0,0,0,0,0,0,0,769,0,-1,0,0,0,0.0
S100853,U0877,2026-01-29T15:29:03,211,mobile,email,category,1,1,0,0,0,0,0,0,0,716,0,-1,2,0,0,0.0
S100854,U1770,2026-02-05T23:35:00,85,mobile,direct,category,1,0,0,0,0,0,0,0,0,688,0,-1,1,0,0,0.0
S100855,U1245,2026-02-01T12:14:02,53,mobile,direct,category,1,0,0,0,0,0,0,0,0,672,0,-1,0,0,0,0.0
S100856,U0600,2026-04-04T12:55:44,250,mobile,organic_search,blog,5,4,0,0,0,0,0,0,0,558,1,1,12,3,0,0.0
S100857,U1225,2026-02-23T12:57:20,157,mobile,direct,home,5,0,0,0,0,0,0,0,0,661,0,-1,1,0,0,0.0
S100858,U0964,2026-03-16T09:18:28,214,mobile,email,search,4,2,0,0,1,1,0,0,0,658,1,10,11,1,0,0.0
S100859,U1469,2026-03-13T08:37:42,181,mobile,direct,promo,4,2,1,1,0,0,0,0,0,679,0,-1,0,1,0,0.0
S100860,U0241,2026-01-28T20:02:06,158,desktop,paid_search,home,4,2,1,1,0,0,0,0,1,587,0,-1,1,0,0,0.0
S100861,U1301,2026-03-23T19:21:09,60,desktop,direct,search,8,2,1,0,0,0,0,0,0,523,1,17,10,2,0,0.0
S100862,U0660,2026-04-03T04:03:41,109,mobile,referral,home,4,1,0,0,0,0,0,0,0,507,1,8,11,0,0,0.0
S100863,U1455,2026-04-02T07:25:54,196,mobile,paid_search,blog,9,4,0,0,1,0,0,0,0,807,1,2,5,1,0,0.0
S100864,U1021,2026-03-30T03:48:15,110,tablet,paid_search,promo,2,2,1,0,0,0,0,0,0,700,1,1,16,4,0,0.0
S100865,U1068,2026-03-06T04:36:39,176,desktop,referral,home,9,5,1,2,1,0,0,0,1,668,1,1,11,0,0,0.0
S100866,U0867,2026-02-05T07:01:31,101,desktop,social,product,5,3,0,0,1,0,0,0,0,633,0,-1,0,0,0,0.0
S100867,U0741,2026-04-02T15:50:22,130,desktop,direct,home,2,2,0,0,0,0,0,0,0,452,0,-1,0,1,0,0.0
S100868,U1189,2026-01-19T22:48:10,128,tablet,direct,promo,1,0,0,0,0,0,0,0,0,765,1,22,5,1,0,0.0
S100869,U0236,2026-01-13T04:59:10,314,mobile,direct,product,5,2,0,0,0,0,0,0,0,962,0,-1,0,1,0,0.0
S100870,U0244,2026-04-07T09:50:01,270,mobile,referral,category,6,5,0,0,3,0,0,0,0,703,0,-1,1,0,0,0.0
S100871,U0301,2026-01-26T17:21:02,232,mobile,direct,category,1,0,1,1,0,0,1,2,1,977,1,7,8,2,0,0.0
S100872,U0951,2026-01-18T13:57:16,154,mobile,paid_search,home,3,1,1,1,0,0,0,0,1,774,1,2,7,0,0,0.0
S100873,U0008,2026-03-10T20:25:32,283,mobile,social,product,6,5,0,0,0,0,0,0,1,796,1,7,25,4,0,0.0
S100874,U0083,2026-04-01T00:40:47,48,mobile,organic_search,category,3,3,0,0,0,0,0,0,0,734,1,0,5,1,0,0.0
S100875,U1321,2026-02-18T23:18:12,153,desktop,referral,category,9,2,0,0,0,0,0,0,0,521,0,-1,2,0,0,0.0
S100876,U1190,2026-02-11T11:17:19,71,mobile,email,home,3,1,0,0,0,0,0,0,0,757,1,4,1,1,0,0.0
S100877,U1438,2026-04-05T14:28:19,182,mobile,direct,product,5,1,0,0,0,0,0,0,0,723,1,35,3,0,0,0.0
S100878,U1398,2026-02-25T03:49:40,239,mobile,social,home,8,3,0,0,0,0,0,0,0,675,1,0,12,0,0,0.0
S100879,U1729,2026-02-03T04:48:26,72,mobile,organic_search,home,3,1,0,0,1,0,0,0,0,562,1,13,3,1,0,0.0
S100880,U0197,2026-02-21T06:08:35,97,mobile,social,promo,2,2,1,3,0,0,0,0,0,623,1,7,5,1,0,0.0
S100881,U1181,2026-02-25T03:50:23,140,mobile,organic_search,category,2,1,1,0,0,0,0,0,0,526,0,-1,0,0,0,0.0
S100882,U1383,2026-02-25T18:48:41,197,desktop,organic_search,home,9,2,1,0,0,0,0,0,0,513,1,1,11,1,1,46.32
S100883,U0646,2026-01-21T04:04:08,141,mobile,referral,blog,3,1,1,0,0,0,0,0,0,550,0,-1,0,0,0,0.0
S100884,U1281,2026-01-30T20:37:21,220,mobile,organic_search,blog,7,2,0,0,1,0,0,0,0,742,1,1,7,0,0,0.0
S100885,U0663,2026-01-26T15:26:37,149,mobile,social,category,4,1,0,0,0,0,0,0,0,654,1,10,17,1,0,0.0
S100886,U1244,2026-01-26T22:14:38,239,mobile,paid_search,home,5,0,0,0,0,0,0,0,0,760,1,4,6,1,0,0.0
S100887,U0767,2026-03-06T13:27:07,20,desktop,social,blog,2,1,0,0,0,0,0,0,0,552,1,15,5,0,0,0.0
S100888,U0690,2026-03-15T05:01:59,183,mobile,organic_search,product,8,3,1,1,0,0,0,0,0,565,1,8,6,0,0,0.0
S100889,U1041,2026-04-09T14:54:06,20,desktop,organic_search,blog,4,2,0,0,0,0,0,0,0,875,1,4,5,1,0,0.0
S100890,U1717,2026-02-03T10:15:28,280,mobile,social,blog,7,6,0,0,2,0,1,1,0,820,1,20,9,1,0,0.0
S100891,U0537,2026-02-09T05:47:32,40,desktop,email,product,4,1,0,0,0,0,0,0,0,626,1,25,4,1,0,0.0
S100892,U1226,2026-03-29T23:58:11,133,mobile,email,blog,7,3,0,0,0,0,0,0,0,576,1,11,9,1,0,0.0
S100893,U0137,2026-03-01T23:18:34,121,desktop,email,category,5,0,0,0,0,0,0,0,0,669,1,4,2,3,0,0.0
S100894,U0983,2026-02-23T12:13:27,68,mobile,organic_search,product,4,3,0,0,0,0,0,0,0,576,1,0,9,0,0,0.0
S100895,U1221,2026-04-13T05:01:54,168,mobile,organic_search,promo,5,1,0,0,0,0,1,3,0,509,1,2,9,2,1,24.5
S100896,U1538,2026-01-26T06:50:22,113,tablet,organic_search,category,5,1,0,0,0,0,0,0,0,726,0,-1,0,0,0,0.0
S100897,U0334,2026-04-07T09:08:48,269,tablet,organic_search,product,4,3,0,0,0,0,0,0,0,570,1,5,6,0,0,0.0
S100898,U1350,2026-03-15T17:16:53,20,mobile,paid_search,promo,6,5,0,0,1,0,0,0,0,802,0,-1,1,0,0,0.0
S100899,U0554,2026-03-28T08:23:45,176,desktop,referral,promo,6,3,0,0,1,0,0,0,0,646,0,-1,1,0,0,0.0
S100900,U1202,2026-03-05T00:12:19,235,desktop,organic_search,search,12,8,0,0,1,1,0,0,1,653,1,22,14,1,0,0.0
S100901,U0616,2026-01-26T04:37:57,231,mobile,direct,search,8,4,1,1,0,0,0,0,0,623,1,26,15,0,0,0.0
S100902,U0698,2026-02-13T23:26:12,130,desktop,direct,search,3,3,1,1,0,0,0,0,0,602,1,9,4,1,0,0.0
S100903,U0237,2026-03-24T19:54:25,156,mobile,social,search,1,0,1,1,0,0,1,3,0,607,0,-1,2,0,0,0.0
S100904,U1597,2026-04-16T04:46:59,57,mobile,social,category,1,1,0,0,0,0,0,0,0,805,1,5,9,1,0,0.0
S100905,U0249,2026-04-17T15:06:36,52,desktop,organic_search,home,4,2,0,0,0,0,0,0,0,594,1,5,5,3,0,0.0
S100906,U0244,2026-03-19T11:20:49,216,mobile,paid_search,home,6,4,1,1,0,0,0,0,0,669,0,-1,0,0,0,0.0
S100907,U1638,2026-03-24T17:17:54,261,tablet,paid_search,category,8,3,0,0,0,0,0,0,0,670,1,4,13,2,0,0.0
S100908,U0934,2026-03-08T02:28:03,180,tablet,email,home,4,1,0,0,0,0,0,0,0,586,0,-1,0,0,0,0.0
S100909,U1441,2026-01-14T06:05:56,197,desktop,organic_search,blog,4,3,1,0,0,0,0,0,0,593,1,39,5,1,0,0.0
S100910,U0344,2026-03-29T14:21:32,59,mobile,social,promo,1,1,0,0,0,0,0,0,0,719,1,3,6,1,0,0.0
S100911,U0015,2026-02-16T23:06:14,243,mobile,email,home,5,2,1,1,0,0,0,0,1,647,1,4,7,1,0,0.0
S100912,U0135,2026-02-10T21:23:48,378,desktop,social,product,11,4,0,0,1,1,0,0,1,611,1,4,12,0,0,0.0
S100913,U0988,2026-02-13T13:28:12,116,desktop,social,promo,4,2,0,0,0,0,0,0,0,701,1,13,3,0,0,0.0
S100914,U1020,2026-03-31T19:01:04,319,desktop,organic_search,product,6,0,0,0,0,0,1,2,0,537,1,0,10,2,0,0.0
S100915,U1489,2026-04-03T07:54:20,141,desktop,direct,promo,5,3,0,0,0,0,0,0,0,756,1,13,16,2,0,0.0
S100916,U0856,2026-01-12T12:23:04,243,mobile,organic_search,promo,5,3,1,1,0,0,0,0,1,766,0,-1,1,0,0,0.0
S100917,U1441,2026-01-11T22:53:06,232,desktop,direct,search,5,4,1,0,1,0,0,0,0,697,1,4,4,0,0,0.0
S100918,U0855,2026-02-02T07:23:47,159,mobile,referral,home,5,2,0,0,1,0,0,0,0,598,1,5,10,2,0,0.0
S100919,U0683,2026-04-04T09:01:04,135,desktop,paid_search,promo,6,3,0,0,0,0,0,0,0,467,1,11,9,1,0,0.0
S100920,U0883,2026-03-29T03:25:15,178,tablet,direct,category,3,2,0,0,0,0,0,0,1,799,1,17,8,0,0,0.0
S100921,U1338,2026-03-22T05:30:57,156,mobile,organic_search,category,5,3,0,0,0,0,0,0,0,501,1,3,13,1,0,0.0
S100922,U1089,2026-04-15T18:03:43,171,desktop,direct,product,3,1,0,0,0,0,0,0,0,589,1,16,4,0,0,0.0
S100923,U0819,2026-03-02T07:04:08,167,mobile,referral,home,5,1,0,0,0,0,0,0,0,602,1,3,9,1,0,0.0
S100924,U1427,2026-03-09T01:02:56,265,mobile,direct,category,9,5,0,0,0,0,0,0,0,661,1,6,4,0,0,0.0
S100925,U1553,2026-03-06T02:36:14,103,desktop,direct,home,6,2,1,0,0,0,0,0,0,493,1,7,0,0,0,0.0
S100926,U1224,2026-02-07T02:59:29,268,desktop,paid_search,promo,5,2,0,0,0,0,0,0,0,636,1,3,4,1,0,0.0
S100927,U0125,2026-04-05T21:35:17,309,mobile,email,home,7,4,0,0,1,0,0,0,0,788,1,1,10,1,0,0.0
S100928,U1018,2026-02-24T23:25:20,305,mobile,organic_search,search,5,3,1,1,0,0,1,3,0,769,1,0,6,1,0,0.0
S100929,U0331,2026-01-08T15:37:17,81,desktop,organic_search,home,2,2,0,0,0,0,0,0,0,513,0,-1,0,0,0,0.0
S100930,U0548,2026-04-02T17:12:48,215,mobile,direct,category,5,0,1,1,0,0,0,0,0,835,1,1,5,1,0,0.0
S100931,U0743,2026-03-30T17:57:00,253,mobile,social,category,6,3,0,0,2,0,0,0,0,709,1,6,6,2,0,0.0
S100932,U0468,2026-03-20T23:19:57,425,desktop,email,product,8,7,0,0,0,0,0,0,0,281,1,40,11,2,0,0.0
S100933,U0730,2026-03-14T12:42:10,151,mobile,email,promo,5,2,0,0,0,0,0,0,0,809,1,10,7,0,0,0.0
S100934,U0144,2026-04-20T14:38:19,99,desktop,referral,category,4,1,0,0,0,0,0,0,0,566,1,4,13,1,0,0.0
S100935,U0406,2026-03-29T14:53:15,105,mobile,direct,category,3,3,0,0,1,0,0,0,0,568,1,5,2,0,0,0.0
S100936,U0921,2026-03-16T00:42:53,60,mobile,organic_search,category,3,0,0,0,0,0,0,0,0,816,1,2,3,0,0,0.0
S100937,U1148,2026-03-30T17:07:00,146,desktop,direct,home,7,3,0,0,1,0,0,0,0,407,1,3,4,2,0,0.0
S100938,U0409,2026-01-09T05:35:42,490,mobile,direct,home,6,2,1,0,0,0,1,3,0,599,1,6,5,0,1,65.97
S100939,U0727,2026-03-02T07:24:03,313,mobile,social,category,11,6,0,0,2,1,0,0,0,753,1,13,15,2,0,0.0
S100940,U0881,2026-01-12T11:25:26,88,mobile,organic_search,home,9,5,1,1,1,0,0,0,1,847,1,1,10,0,0,0.0
S100941,U1360,2026-04-01T14:37:47,193,desktop,referral,category,3,1,0,0,0,0,0,0,1,655,1,33,3,1,0,0.0
S100942,U0306,2026-02-17T02:45:57,216,mobile,email,category,4,4,0,0,0,0,0,0,0,1068,1,17,2,0,0,0.0
S100943,U0453,2026-03-27T00:24:29,192,desktop,organic_search,category,7,1,1,2,0,0,0,0,0,705,0,-1,0,0,0,0.0
S100944,U0657,2026-03-23T19:58:10,210,desktop,organic_search,product,3,2,0,0,1,1,0,0,0,906,1,5,13,1,0,0.0
S100945,U1011,2026-01-05T20:08:55,322,desktop,direct,home,4,3,1,1,0,0,1,2,0,740,1,4,8,1,0,0.0
S100946,U0789,2026-02-10T16:23:23,371,mobile,direct,category,10,5,0,0,2,1,1,1,0,464,1,7,5,1,0,0.0
S100947,U0087,2026-01-14T01:03:40,302,mobile,social,home,7,3,0,0,0,0,0,0,0,754,1,2,10,1,0,0.0
S100948,U0725,2026-03-14T11:51:56,60,mobile,organic_search,home,2,1,1,0,0,0,0,0,0,714,1,1,9,0,0,0.0
S100949,U1759,2026-03-17T05:15:22,145,tablet,direct,category,4,3,0,0,0,0,0,0,0,727,0,-1,1,0,0,0.0
S100950,U0229,2026-02-28T21:05:53,107,tablet,paid_search,promo,6,3,0,0,0,0,0,0,0,527,1,5,11,1,0,0.0
S100951,U0054,2026-02-26T02:13:02,222,mobile,direct,search,8,4,0,0,0,0,0,0,0,708,1,5,4,1,0,0.0
S100952,U0896,2026-02-23T12:49:15,136,desktop,direct,home,3,0,1,2,0,0,0,0,0,593,0,-1,2,0,0,0.0
S100953,U0433,2026-02-02T20:24:03,43,mobile,direct,category,4,1,0,0,1,0,0,0,1,774,1,1,6,0,0,0.0
S100954,U0912,2026-04-13T03:27:57,41,mobile,direct,promo,3,2,0,0,0,0,0,0,1,788,1,1,6,1,0,0.0
S100955,U1618,2026-04-12T07:47:18,125,mobile,direct,home,5,3,0,0,0,0,0,0,0,947,0,-1,0,0,0,0.0
S100956,U0115,2026-03-16T03:58:24,160,mobile,organic_search,category,5,1,0,0,0,0,0,0,0,776,1,2,4,1,0,0.0
S100957,U1594,2026-02-11T04:07:41,79,mobile,paid_search,promo,6,3,0,0,0,0,0,0,0,791,1,2,11,0,0,0.0
S100958,U1687,2026-02-01T15:51:10,62,mobile,paid_search,blog,4,2,0,0,0,0,0,0,0,885,1,6,3,0,0,0.0
S100959,U1153,2026-04-14T06:48:05,151,desktop,organic_search,home,10,4,0,0,0,0,0,0,0,601,1,1,19,1,0,0.0
S100960,U0227,2026-01-26T13:28:29,187,mobile,organic_search,category,4,3,0,0,0,0,0,0,0,920,1,2,6,0,0,0.0
S100961,U0618,2026-03-14T08:21:45,278,mobile,email,search,7,3,1,2,0,0,0,0,0,583,1,8,8,1,0,0.0
S100962,U1455,2026-01-09T04:34:44,20,mobile,organic_search,category,3,0,0,0,0,0,0,0,0,557,1,1,8,0,0,0.0
S100963,U0615,2026-02-24T14:17:45,177,mobile,referral,category,4,1,0,0,0,0,0,0,0,478,1,19,15,1,0,0.0
S100964,U1452,2026-04-06T03:19:34,20,mobile,paid_search,product,6,3,0,0,0,0,0,0,0,460,1,9,23,1,0,0.0
S100965,U1796,2026-01-16T10:06:45,276,mobile,direct,blog,9,3,0,0,1,1,0,0,1,698,1,7,10,0,0,0.0
S100966,U1543,2026-01-10T12:12:48,240,desktop,email,home,10,8,0,0,2,1,0,0,1,747,1,12,4,0,0,0.0
S100967,U0911,2026-01-07T00:11:29,220,desktop,organic_search,product,4,3,0,0,1,0,0,0,0,626,1,10,6,2,0,0.0
S100968,U0984,2026-03-29T00:37:53,131,desktop,email,product,5,3,0,0,1,1,0,0,0,763,1,13,30,1,0,0.0
S100969,U0848,2026-02-09T18:27:27,176,mobile,direct,home,4,2,0,0,0,0,0,0,0,752,1,42,3,1,0,0.0
S100970,U0716,2026-02-09T12:16:09,267,tablet,organic_search,blog,6,1,1,4,1,0,0,0,1,765,0,-1,2,0,0,0.0
S100971,U0352,2026-03-16T11:56:41,165,mobile,social,search,5,3,1,1,0,0,0,0,0,802,1,15,12,0,0,0.0
S100972,U1586,2026-01-23T04:30:06,170,mobile,direct,home,2,1,0,0,0,0,0,0,0,949,0,-1,1,0,0,0.0
S100973,U0434,2026-01-14T17:31:21,60,mobile,direct,home,4,3,1,1,0,0,0,0,0,520,1,27,10,0,0,0.0
S100974,U1770,2026-01-29T02:44:56,101,mobile,organic_search,category,3,1,0,0,0,0,0,0,0,752,0,-1,0,0,0,0.0
S100975,U1470,2026-03-21T11:38:50,80,desktop,paid_search,category,6,1,1,0,0,0,0,0,0,609,0,-1,1,0,0,0.0
S100976,U1112,2026-04-15T04:01:30,20,desktop,email,blog,2,2,0,0,0,0,0,0,0,743,0,-1,1,0,1,74.77
S100977,U0021,2026-01-22T10:08:16,254,desktop,direct,product,6,3,1,0,2,0,0,0,0,415,1,4,4,0,0,0.0
S100978,U1088,2026-02-28T11:22:05,62,tablet,direct,blog,5,1,0,0,0,0,0,0,1,624,0,-1,1,0,0,0.0
S100979,U0694,2026-04-01T20:35:45,121,mobile,organic_search,product,1,0,1,1,0,0,0,0,0,862,1,18,7,0,0,0.0
S100980,U1780,2026-04-12T05:45:29,81,mobile,organic_search,category,2,0,0,0,0,0,0,0,0,745,1,13,6,1,0,0.0
S100981,U1383,2026-03-13T04:58:56,146,desktop,organic_search,search,8,5,0,0,3,0,0,0,0,653,1,0,10,0,0,0.0
S100982,U0677,2026-03-03T01:24:14,282,mobile,email,product,4,2,0,0,1,0,0,0,1,732,1,4,3,1,0,0.0
S100983,U1289,2026-01-19T21:19:06,272,mobile,organic_search,search,5,2,1,3,0,0,0,0,0,662,1,7,7,0,0,0.0
S100984,U1111,2026-04-12T11:50:18,144,desktop,email,product,6,0,0,0,0,0,0,0,0,892,1,31,11,2,0,0.0
S100985,U0460,2026-01-13T06:25:24,108,mobile,paid_search,blog,3,1,0,0,0,0,0,0,0,777,0,-1,1,0,0,0.0
S100986,U1209,2026-03-31T03:59:37,364,mobile,email,search,7,5,1,1,1,0,0,0,0,815,1,29,6,0,0,0.0
S100987,U0817,2026-01-12T00:59:41,112,mobile,email,product,2,2,1,1,0,0,0,0,0,514,1,0,6,0,0,0.0
S100988,U1149,2026-01-23T18:10:40,153,tablet,organic_search,blog,6,1,0,0,1,0,0,0,0,754,1,14,13,2,0,0.0
S100989,U0151,2026-02-10T07:42:10,173,mobile,organic_search,category,5,3,0,0,0,0,0,0,0,497,1,9,7,1,0,0.0
S100990,U1055,2026-04-09T10:53:55,28,mobile,social,product,1,0,0,0,0,0,0,0,1,727,1,18,4,2,0,0.0
S100991,U1643,2026-03-21T19:26:06,43,tablet,organic_search,product,5,1,0,0,0,0,0,0,0,443,1,0,4,0,0,0.0
S100992,U1630,2026-02-24T12:47:18,37,desktop,organic_search,category,1,0,0,0,0,0,0,0,0,617,1,4,3,1,0,0.0
S100993,U0768,2026-03-04T04:55:03,118,desktop,direct,category,4,2,0,0,0,0,0,0,1,636,1,8,11,0,0,0.0
S100994,U1151,2026-02-01T11:16:17,132,mobile,organic_search,search,5,1,0,0,0,0,0,0,0,913,1,28,5,1,0,0.0
S100995,U0630,2026-03-24T22:40:51,156,desktop,social,product,3,1,0,0,0,0,0,0,1,642,1,15,10,1,0,0.0
S100996,U1190,2026-01-14T01:30:07,20,mobile,email,category,5,3,1,1,0,0,0,0,1,935,1,13,7,2,0,0.0
S100997,U1381,2026-03-08T23:55:31,176,desktop,direct,search,8,3,0,0,0,0,0,0,0,724,1,12,9,0,0,0.0
S100998,U1736,2026-02-22T00:59:54,110,mobile,direct,home,5,1,0,0,0,0,0,0,0,585,0,-1,3,0,0,0.0
S100999,U1334,2026-01-31T15:47:36,227,mobile,direct,promo,4,3,0,0,0,0,0,0,0,640,1,16,5,0,0,0.0
S101000,U1073,2026-03-12T14:47:41,123,mobile,organic_search,home,1,0,0,0,0,0,0,0,0,937,0,-1,3,0,0,0.0
S101001,U1159,2026-02-05T04:52:28,163,desktop,social,category,6,4,0,0,1,0,0,0,0,682,1,0,12,0,0,0.0
S101002,U0458,2026-01-23T16:31:15,169,mobile,organic_search,home,5,1,0,0,0,0,0,0,1,824,1,4,13,0,0,0.0
S101003,U0483,2026-04-02T11:19:34,186,mobile,paid_search,search,3,0,0,0,0,0,0,0,0,792,0,-1,0,0,0,0.0
S101004,U0589,2026-03-17T14:58:51,165,mobile,direct,category,5,0,0,0,0,0,0,0,0,658,0,-1,2,1,0,0.0
S101005,U1285,2026-01-28T16:27:33,124,mobile,direct,blog,5,1,0,0,0,0,0,0,0,384,1,1,13,0,0,0.0
S101006,U1109,2026-01-17T02:55:42,72,mobile,organic_search,search,1,1,1,0,0,0,0,0,0,589,1,5,1,0,0,0.0
S101007,U1106,2026-02-18T12:58:06,136,mobile,organic_search,product,3,2,0,0,0,0,1,2,1,897,1,17,6,1,0,0.0
S101008,U0905,2026-02-09T15:30:22,20,mobile,organic_search,promo,4,3,0,0,0,0,0,0,1,724,1,8,8,3,0,0.0
S101009,U0644,2026-01-17T18:05:05,42,desktop,social,home,3,3,0,0,0,0,0,0,0,620,1,1,1,1,0,0.0
S101010,U1241,2026-01-22T15:14:29,257,desktop,referral,category,7,3,0,0,0,0,0,0,0,423,1,1,9,4,0,0.0
S101011,U1490,2026-01-20T03:52:36,95,desktop,referral,product,3,1,0,0,0,0,0,0,0,338,1,41,9,1,0,0.0
S101012,U1789,2026-02-14T18:01:44,210,desktop,organic_search,home,2,1,1,1,0,0,0,0,0,485,1,1,7,1,0,0.0
S101013,U0615,2026-04-11T13:44:01,442,desktop,organic_search,blog,4,3,1,1,1,0,1,3,0,864,1,1,11,1,0,0.0
